Benchmark                                                  (impl)       (payloadType)  (seed)  (size)        (workload)    Mode     Cnt         Score        Error  Units
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505      20          POPULATE  sample  807887        49.585 ±      9.075  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  604071        33.110 ±      0.343  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  868697        43.465 ±      1.215  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505      20              COPY  sample  619146        53.216 ±      0.341  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  816512        23.432 ±      0.132  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  543801     11606.094 ±     65.560  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  909095      1731.640 ±      1.725  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  483626      3241.129 ±      4.462  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505    2000              COPY  sample  604073      5323.179 ±     61.567  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  843444        23.681 ±      0.138  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    7132   3505293.281 ±   8184.116  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   36493    684584.701 ±   1076.244  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   34571    722697.353 ±    170.034  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505  200000              COPY  sample   18164   1375434.725 ±   3680.782  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  670070        32.536 ±      0.300  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505      20          POPULATE  sample  869510        45.641 ±      4.702  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  967110        42.428 ±      0.174  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  598602        34.595 ±      0.152  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505      20              COPY  sample  775078        47.005 ±      7.258  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505      20          CONTAINS  sample  595136        23.010 ±      0.198  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505    2000          POPULATE  sample  548402     11476.794 ±     58.033  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  934832      1686.546 ±      1.924  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  805788      1960.314 ±      3.145  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505    2000              COPY  sample  629316      1292.867 ±     34.225  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  850294        23.968 ±      0.113  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505  200000          POPULATE  sample    4623   5407207.303 ±  29512.455  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   17369   1438381.772 ±   2327.248  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   14264   1751644.608 ±   8573.357  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505  200000              COPY  sample  191780    130239.923 ±    454.185  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  731942        34.577 ±      0.456  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505      20          POPULATE  sample  816213        45.979 ±      5.172  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  597603        40.062 ±      0.167  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  602083        35.410 ±      0.406  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505      20              COPY  sample  756165        44.474 ±      6.226  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  900019        23.482 ±      0.199  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  530614     11891.338 ±     67.171  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  935483      1694.124 ±      2.687  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  860450      1835.270 ±      2.997  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505    2000              COPY  sample  629589      1283.515 ±     31.510  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  838368        23.501 ±      0.093  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    6624   3773302.106 ±  10864.433  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   32566    767188.623 ±   1426.112  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   32516    768368.837 ±    986.737  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505  200000              COPY  sample  381885     65381.989 ±    216.520  ns/op
JDKGDXDSMapInt2IntBench.bench                   JDKGDXDS_I2I_HASH  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  636057        33.142 ±      0.280  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505      20          POPULATE  sample  769856        78.459 ±      3.540  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  839051        23.704 ±      0.132  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  604663        33.811 ±      0.161  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505      20              COPY  sample  668611        47.961 ±      0.421  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505      20          CONTAINS  sample  599265        23.025 ±      0.169  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505    2000          POPULATE  sample  445070     14305.424 ±    101.996  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  857973       935.161 ±      1.470  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  499997      3148.707 ±      5.211  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505    2000              COPY  sample  633803      1334.413 ±     46.628  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  827421        23.845 ±      0.091  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505  200000          POPULATE  sample    4629   5398719.129 ±  24411.478  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample  234411    106562.462 ±     93.008  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   29140    857446.681 ±    906.752  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505  200000              COPY  sample  191977    130108.077 ±    476.158  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  727003        34.884 ±      0.346  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505      20          POPULATE  sample  756564        78.806 ±      0.220  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  845471        23.494 ±      0.177  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  544286        35.679 ±      0.475  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505      20              COPY  sample  674371        47.668 ±      0.453  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  899633        23.468 ±      0.195  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  437840     14462.371 ±     87.169  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  858177       925.184 ±      0.748  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  507192      3100.671 ±      4.317  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505    2000              COPY  sample  628348      1288.016 ±     33.586  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  867429        23.509 ±      0.288  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    6435   3884279.765 ±  13980.669  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample  349760     71395.623 ±     39.445  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   27696    902175.464 ±   1524.804  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505  200000              COPY  sample  384754     64896.618 ±    217.745  ns/op
JDKGDXDSMapInt2IntBench.bench                JDKGDXDS_I2I_ORDERED  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  608677        33.423 ±      0.400  ns/op
