Benchmark                                                  (impl)       (payloadType)  (seed)  (size)        (workload)    Mode     Cnt         Score        Error  Units
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    5784   4320158.274 ±  11175.560  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   27811    898429.050 ±   2016.301  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   34360    727088.488 ±    883.586  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000              COPY  sample  385206     64820.330 ±    234.045  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  602012        36.944 ±      0.287  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20          POPULATE  sample  638723        53.472 ±      4.789  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  691762        31.953 ±      0.169  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  968646        68.593 ±      8.036  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20              COPY  sample  908124        69.412 ±      2.418  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20          CONTAINS  sample  977712        22.851 ±      0.301  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000          POPULATE  sample  502958     12562.102 ±     73.154  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  586518      1615.046 ±      2.952  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  549323      5792.092 ±     56.044  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000              COPY  sample  653167      9681.852 ±     47.459  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  881319        23.227 ±      0.134  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000          POPULATE  sample    4963   5035472.029 ±  22495.856  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   20198   1236814.759 ±   1974.527  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   12243   2041187.050 ±   4987.308  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000              COPY  sample    9837   2539985.937 ±   9097.837  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  702740        36.009 ±      0.186  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20          POPULATE  sample  649263        54.847 ±      8.395  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  858096        29.392 ±      0.161  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  862616        74.968 ±      7.529  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20              COPY  sample  980624        65.976 ±      4.140  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  877295        22.732 ±      0.090  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  514435     12258.546 ±     69.190  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  865455      1824.065 ±      1.153  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  529317      6028.095 ±     58.910  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000              COPY  sample  674160      9326.356 ±     39.306  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  850715        23.822 ±      0.221  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    6764   3695186.053 ±   9636.082  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   35026    713293.035 ±   1215.775  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   22717   1099752.515 ±   2848.687  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000              COPY  sample   14578   1714153.803 ±   4269.819  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  617793        33.471 ±      0.305  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20          POPULATE  sample  722617        86.050 ±      8.019  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  983227        36.146 ±      0.129  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  510044        63.644 ±      5.621  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20              COPY  sample  603628       101.695 ±     10.634  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20          CONTAINS  sample  966318        22.779 ±      0.105  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000          POPULATE  sample  561550     22328.154 ±     81.308  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  738230      2140.748 ±      2.685  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  622805      5093.266 ±     46.265  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000              COPY  sample  580893     10889.055 ±     65.966  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  854729        23.834 ±      0.202  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000          POPULATE  sample    2569   9728298.152 ± 106433.519  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   10550   2368323.312 ±  16063.952  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   13029   1917996.877 ±  11537.287  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000              COPY  sample    8021   3115969.317 ±  29071.571  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  708319        36.239 ±      0.346  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20          POPULATE  sample  718187        84.381 ±      7.270  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  976904        36.274 ±      0.217  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  509800        65.234 ±      8.138  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20              COPY  sample  612272       105.811 ±     15.809  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  940632        23.083 ±      0.134  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  573720     21857.366 ±     76.200  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  740476      2132.267 ±      2.944  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  588466      5416.864 ±     57.674  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000              COPY  sample  568740     11058.169 ±     57.798  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  833587        23.863 ±      0.127  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    4693   5324208.249 ±  29021.798  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   21926   1139228.348 ±   1019.123  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   19834   1259606.633 ±   3481.030  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000              COPY  sample   11592   2155379.898 ±   7474.460  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  621858        33.723 ±      0.318  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20          POPULATE  sample  924199       237.772 ±      9.268  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  975269        50.106 ±      0.121  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  868355        50.819 ±      0.134  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20              COPY  sample  906377       244.408 ±      8.255  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20          CONTAINS  sample  628905        33.131 ±      0.171  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000          POPULATE  sample  268561     46493.092 ±    143.428  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  598655      5235.347 ±      2.608  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  600009      5221.120 ±      4.050  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000              COPY  sample  267485     46842.735 ±    123.545  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  553178        64.015 ±      0.359  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000          POPULATE  sample     898  27891260.437 ± 153312.887  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   11319   2207226.165 ±  13139.597  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   11214   2227525.445 ±   8884.167  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000              COPY  sample    2009  12446400.414 ±  59460.240  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  817393       142.844 ±      1.366  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20          POPULATE  sample  780249       275.196 ±     10.512  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  905749        53.068 ±      1.129  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  806466        52.674 ±      0.306  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20              COPY  sample  898142       248.648 ±      4.828  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  677196        34.272 ±      2.402  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  461443     54114.601 ±    107.122  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  604776      5185.356 ±      4.091  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  595705      5259.044 ±      3.458  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000              COPY  sample  267678     46858.850 ±    105.124  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  561045        63.983 ±      0.553  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    1027  24371862.060 ± 199442.027  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   17021   1467936.156 ±   1938.627  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   16500   1514274.940 ±   6867.165  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000              COPY  sample    3007   8315754.503 ±  39957.679  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  843746       139.262 ±      0.389  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20          POPULATE  sample  671667       319.768 ±     11.039  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  880369        50.686 ±      1.146  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  864242        49.766 ±      0.299  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20              COPY  sample  714875       301.804 ±     11.930  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20          CONTAINS  sample  679989        32.134 ±      0.232  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000          POPULATE  sample  446555     55928.668 ±     74.469  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  594586      5273.008 ±      4.049  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  600840      5212.386 ±      4.411  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000              COPY  sample  254944     97975.003 ±     96.236  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  550009        64.011 ±      0.360  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000          POPULATE  sample     901  27806175.609 ± 377231.885  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   11170   2236440.569 ±  12029.765  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   11243   2222189.477 ±   9977.382  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000              COPY  sample    1327  18872367.843 ± 126568.016  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  764977       152.880 ±      0.464  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20          POPULATE  sample  681742       320.646 ±     15.587  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  898190        52.402 ±      0.258  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  789141        52.032 ±      0.111  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20              COPY  sample  716500       304.576 ±     14.203  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  672216        32.280 ±      0.111  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  423573     58960.831 ±     87.381  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  709836      4416.229 ±      2.525  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  603048      5194.067 ±      3.680  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000              COPY  sample  266752     93633.366 ±     83.683  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  555461        64.789 ±      0.192  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    1023  24476542.874 ± 154441.952  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   17017   1468223.319 ±   4094.229  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   16781   1488846.573 ±   1744.068  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000              COPY  sample    1881  13299479.001 ±  61261.858  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  828044       139.547 ±      0.390  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20          POPULATE  sample  789438        44.704 ±      0.185  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  603666        33.117 ±      0.460  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  862280        43.858 ±      0.303  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20              COPY  sample  610299        56.390 ±      4.901  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20          CONTAINS  sample  696546        24.737 ±      0.084  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000          POPULATE  sample  406495     15525.118 ±     78.291  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  906589      1733.389 ±      1.552  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  574186      3272.660 ±      3.322  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000              COPY  sample  647804      4924.537 ±     49.826  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  887095        23.555 ±      0.079  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000          POPULATE  sample    6392   3910411.855 ±  14040.843  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   51495    485226.750 ±    323.739  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   48978    510164.722 ±    264.314  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000              COPY  sample   13925   1794602.615 ±   4137.071  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  898355        36.480 ±      0.192  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505      20          POPULATE  sample  808947        45.067 ±      3.607  ns/op
