Benchmark                                      (impl)      (payloadType)  (percentageRangeKeys)  (seed)  (size)  (workload)    Mode     Cnt        Score     Error  Units
JDKMapBench.bench                    JDKGDXDS_INDEXED  STRING_DICTIONARY                    100  467505    1000    CONTAINS  sample  460567       51.535 ±   1.645  ns/op
JDKMapBench.bench                    JDKGDXDS_INDEXED  STRING_DICTIONARY                    100  467505    1000        COPY  sample  478375    20874.526 ±  86.610  ns/op
JDKMapBench.bench                    JDKGDXDS_INDEXED  STRING_DICTIONARY                    100  467505    1000     ITERATE  sample  570166    17527.670 ±  11.976  ns/op
JDKMapBench.bench                    JDKGDXDS_INDEXED    VECTOR2_UNIFORM                    100  467505    1000    POPULATE  sample  211378    47861.963 ± 257.762  ns/op
JDKMapBench.bench                    JDKGDXDS_INDEXED    VECTOR2_UNIFORM                    100  467505    1000    CONTAINS  sample  493357       46.625 ±   1.430  ns/op
JDKMapBench.bench                    JDKGDXDS_INDEXED    VECTOR2_UNIFORM                    100  467505    1000        COPY  sample  412381    24409.010 ± 116.320  ns/op
JDKMapBench.bench                    JDKGDXDS_INDEXED    VECTOR2_UNIFORM                    100  467505    1000     ITERATE  sample  310109    16158.993 ±   6.502  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED     STRING_UNIFORM                    100  467505    1000    POPULATE  sample  228022    44304.793 ± 224.272  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED     STRING_UNIFORM                    100  467505    1000    CONTAINS  sample  431473       53.995 ±   1.545  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED     STRING_UNIFORM                    100  467505    1000        COPY  sample  504749    19908.603 ±  93.227  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED     STRING_UNIFORM                    100  467505    1000     ITERATE  sample  346968    14467.413 ±   8.292  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED    INTEGER_UNIFORM                    100  467505    1000    POPULATE  sample  464499    21642.818 ±  98.915  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED    INTEGER_UNIFORM                    100  467505    1000    CONTAINS  sample  540859       40.311 ±   1.002  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED    INTEGER_UNIFORM                    100  467505    1000        COPY  sample  394511    12902.918 ± 102.267  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED    INTEGER_UNIFORM                    100  467505    1000     ITERATE  sample  419609    11938.410 ±   4.897  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED  STRING_DICTIONARY                    100  467505    1000    POPULATE  sample  275309    36619.213 ± 183.812  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED  STRING_DICTIONARY                    100  467505    1000    CONTAINS  sample  442485       50.909 ±   1.418  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED  STRING_DICTIONARY                    100  467505    1000        COPY  sample  521175    19262.846 ±  81.347  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED  STRING_DICTIONARY                    100  467505    1000     ITERATE  sample  309730    16220.777 ±  10.350  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED    VECTOR2_UNIFORM                    100  467505    1000    POPULATE  sample  219529    46060.536 ± 242.485  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED    VECTOR2_UNIFORM                    100  467505    1000    CONTAINS  sample  422616       48.465 ±   1.586  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED    VECTOR2_UNIFORM                    100  467505    1000        COPY  sample  380735    26408.667 ± 123.875  ns/op
JDKMapBench.bench                JDKGDXDSBARE_INDEXED    VECTOR2_UNIFORM                    100  467505    1000     ITERATE  sample  573746    17404.911 ±   4.117  ns/op
