Benchmark                                   (impl)   (payloadType)  (percentageRangeKeys)  (seed)  (size)  (workload)    Mode     Cnt        Score      Error  Units
JDKMapBench.bench                JDKGDXDSOCTO_HASH  STRING_UNIFORM                    100  467505    1000     ITERATE  sample  522195     9581.111 ±    3.542  ns/op
JDKMapBench.bench                JDKGDXDSOCTO_HASH  STRING_UNIFORM                    100  467505    5000    POPULATE  sample   62338   320536.508 ±  978.979  ns/op
JDKMapBench.bench                JDKGDXDSOCTO_HASH  STRING_UNIFORM                    100  467505    5000    CONTAINS  sample  529945       74.871 ±    1.433  ns/op
JDKMapBench.bench                JDKGDXDSOCTO_HASH  STRING_UNIFORM                    100  467505    5000        COPY  sample  151678   131739.302 ±  418.114  ns/op
JDKMapBench.bench                JDKGDXDSOCTO_HASH  STRING_UNIFORM                    100  467505    5000     ITERATE  sample  331773    60210.479 ±   12.129  ns/op
JDKMapBench.bench                JDKGDXDSOCTO_HASH  STRING_UNIFORM                    100  467505   10000    POPULATE  sample   29202   684297.450 ± 2184.721  ns/op
JDKMapBench.bench                JDKGDXDSOCTO_HASH  STRING_UNIFORM                    100  467505   10000    CONTAINS  sample  481944       85.434 ±    1.830  ns/op
JDKMapBench.bench                JDKGDXDSOCTO_HASH  STRING_UNIFORM                    100  467505   10000        COPY  sample   68953   289762.833 ±  947.075  ns/op
JDKMapBench.bench                JDKGDXDSOCTO_HASH  STRING_UNIFORM                    100  467505   10000     ITERATE  sample  160026   124878.127 ±   32.932  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505       5    POPULATE  sample  566129      101.386 ±   11.944  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505       5    CONTAINS  sample  734168       41.947 ±    0.770  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505       5        COPY  sample  429140      129.876 ±   13.493  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505       5     ITERATE  sample  635958       82.209 ±    1.281  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505      10    POPULATE  sample  708417      138.497 ±    5.408  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505      10    CONTAINS  sample  734294       41.567 ±    0.610  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505      10        COPY  sample  600184      165.426 ±   13.361  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505      10     ITERATE  sample  788358      118.569 ±    1.011  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505      50    POPULATE  sample  669655      985.836 ±   25.021  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505      50    CONTAINS  sample  675116       55.786 ±    1.050  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505      50        COPY  sample  506635      688.480 ±   33.410  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505      50     ITERATE  sample  668798      489.122 ±    1.693  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505     100    POPULATE  sample  645020     1997.803 ±   30.193  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505     100    CONTAINS  sample  673390       57.445 ±    0.939  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505     100        COPY  sample  487891     1370.256 ±   42.327  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505     100     ITERATE  sample  735816      874.809 ±    1.797  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505     500    POPULATE  sample  345955    14753.394 ±  120.904  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505     500    CONTAINS  sample  424302       54.968 ±    1.697  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505     500        COPY  sample  443708     5829.874 ±   75.363  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505     500     ITERATE  sample  564643     4454.762 ±    2.870  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505    1000    POPULATE  sample  222987    45379.017 ±  242.232  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505    1000    CONTAINS  sample  482691       54.875 ±    1.444  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505    1000        COPY  sample  395449    12879.722 ±  105.142  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505    1000     ITERATE  sample  532829     9389.394 ±    3.489  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505    5000    POPULATE  sample   66045   302520.741 ±  930.624  ns/op
