Benchmark                                                  (impl)       (payloadType)  (seed)  (size)        (workload)    Mode     Cnt         Score        Error  Units
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505      20          POPULATE  sample  838977        73.997 ±      4.289  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  514439        65.710 ±      8.794  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  685392        33.206 ±      0.250  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505      20              COPY  sample  983251        28.398 ±      0.197  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  605750        27.331 ±      0.309  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  415362     15104.738 ±     60.445  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  636865      4979.960 ±     39.995  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  831970      1894.310 ±      1.858  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505    2000              COPY  sample  691139      1248.648 ±     49.014  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  608283        25.303 ±      0.150  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    5765   4334285.599 ±  13151.621  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   27880    896310.689 ±   1734.982  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   33702    741320.154 ±   1336.025  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000              COPY  sample  383822     65049.099 ±    220.462  ns/op
FastCollectMapInt2IntBench.bench                      FC_I2I_HASH  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  603406        37.150 ±      0.389  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20          POPULATE  sample  631879        52.696 ±      0.516  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  688869        32.241 ±      0.100  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  968586        65.467 ±      4.217  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20              COPY  sample  917334        68.402 ±      3.321  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505      20          CONTAINS  sample  948423        22.773 ±      0.078  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000          POPULATE  sample  507686     12396.936 ±     62.027  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  492911      1605.821 ±      4.916  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  548347      5805.691 ±     55.764  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000              COPY  sample  685009      9110.041 ±     38.734  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  885344        37.441 ±      0.125  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000          POPULATE  sample    5033   4965478.339 ±  15436.338  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   20255   1233303.578 ±   1847.164  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   12225   2044345.932 ±   5072.583  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000              COPY  sample    9900   2523721.438 ±   8608.665  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  704676        34.346 ±      0.178  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20          POPULATE  sample  647226        52.730 ±      5.546  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  866122        29.231 ±      0.170  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  863874        73.098 ±      6.350  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20              COPY  sample  975823        65.839 ±      3.003  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  938592        23.145 ±      0.312  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  512640     12321.149 ±     71.918  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  815911      1929.715 ±      0.865  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  533388      5970.140 ±     58.730  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000              COPY  sample  641617      9793.836 ±     45.881  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  849034        23.734 ±      0.109  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    6726   3716025.054 ±  14142.402  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   36392    686502.324 ±    682.792  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   22928   1089705.982 ±   2361.201  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000              COPY  sample   14926   1674192.251 ±   3740.119  ns/op
FastutilMapInt2IntBench.bench                   FASTUTIL_I2I_HASH  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  603468        33.725 ±      0.297  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20          POPULATE  sample  724317        88.318 ±     11.274  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  985166        36.173 ±      0.239  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  513646        63.395 ±      6.169  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20              COPY  sample  612858       100.714 ±     12.566  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505      20          CONTAINS  sample  887299        23.543 ±      1.325  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000          POPULATE  sample  567215     22098.522 ±     73.825  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  731572      2159.551 ±      2.409  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  619819      5125.872 ±     48.309  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000              COPY  sample  577074     10973.748 ±     69.387  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  878115        23.715 ±      0.232  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000          POPULATE  sample    2768   9030407.399 ±  58719.197  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   13543   1845281.571 ±   5966.076  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   13163   1898402.959 ±   8589.591  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000              COPY  sample    8165   3060448.929 ±  25456.733  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  700199        34.809 ±      0.297  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20          POPULATE  sample  710147        84.576 ±      6.024  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  982799        36.037 ±      0.079  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  510813        64.754 ±      8.345  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20              COPY  sample  606662       101.486 ±     12.336  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  926314        22.785 ±      0.166  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  569254     22025.624 ±     75.722  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  729609      2168.376 ±      2.854  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  621133      5115.480 ±     48.019  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000              COPY  sample  565013     11227.901 ±     74.228  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  810869        23.777 ±      0.155  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    4756   5254632.316 ±  21384.235  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   21863   1142630.749 ±   2345.949  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   20097   1242917.718 ±   4591.019  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000              COPY  sample   11590   2155948.507 ±   7859.371  ns/op
FastutilMapInt2IntBench.bench             FASTUTIL_I2I_LINKEDHASH  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  656557        32.742 ±      0.228  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20          POPULATE  sample  870361       250.156 ±      9.356  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  980449        49.916 ±      0.108  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  849417        51.158 ±      0.227  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20              COPY  sample  902689       243.478 ±      6.273  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505      20          CONTAINS  sample  620216        33.565 ±      0.136  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000          POPULATE  sample  309183     48505.571 ±    147.270  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  586018      5350.342 ±      4.805  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  584553      5358.973 ±      4.640  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000              COPY  sample  304511     41244.717 ±    102.595  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  551264        64.485 ±      0.214  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000          POPULATE  sample     912  27493896.982 ± 191530.600  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   11402   2191033.635 ±   7738.836  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   11445   2182802.599 ±    831.561  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000              COPY  sample    1975  12657730.884 ±  70520.741  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  752636       152.195 ±      0.290  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20          POPULATE  sample  785661       277.236 ±     13.085  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  916216        52.329 ±      0.296  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  812400        51.971 ±      0.200  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20              COPY  sample  904268       244.429 ±      8.937  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  681683        32.418 ±      0.210  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  277975     44902.015 ±    136.810  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  760630      4120.102 ±      2.070  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  704856      4448.484 ±      3.750  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000              COPY  sample  457300     54609.750 ±     74.786  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  573906        63.432 ±      0.353  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    1022  24508315.804 ± 175175.109  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   16990   1470576.104 ±   3830.109  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   17148   1457088.702 ±   4197.156  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000              COPY  sample    2984   8381357.641 ±  31973.521  ns/op
FastutilMapInt2IntBench.bench                    FASTUTIL_I2I_AVL  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  922074       129.020 ±      0.271  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20          POPULATE  sample  661704       330.583 ±     16.914  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  950136        51.282 ±      0.167  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  850203        50.539 ±      0.134  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20              COPY  sample  719948       304.741 ±     15.069  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505      20          CONTAINS  sample  681198        31.817 ±      0.158  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000          POPULATE  sample  421545     59239.145 ±     95.877  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  607047      5165.747 ±      3.598  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  601963      5203.836 ±      3.215  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000              COPY  sample  255336     97824.091 ±    107.165  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  556115        63.544 ±      0.275  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000          POPULATE  sample     908  27613355.419 ± 193325.699  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   11100   2250662.884 ±   9623.268  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   11338   2203370.189 ±   8558.990  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000              COPY  sample    1308  19137238.508 ± 152227.463  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  820460       142.268 ±      0.501  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20          POPULATE  sample  686836       309.635 ±     10.040  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20       ITERATE_KEY  sample  901981        52.305 ±      0.102  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20  ITERATE_KEYVALUE  sample  789622        52.056 ±      0.180  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20              COPY  sample  710921       307.783 ±     13.697  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505      20          CONTAINS  sample  656482        32.964 ±      1.625  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000          POPULATE  sample  460905     54184.041 ±     91.701  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000       ITERATE_KEY  sample  722409      4340.445 ±      3.808  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000  ITERATE_KEYVALUE  sample  745909      4206.854 ±      3.597  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000              COPY  sample  264909     94282.727 ±    104.063  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505    2000          CONTAINS  sample  543689        65.741 ±      0.370  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000          POPULATE  sample    1025  24440644.183 ± 158377.706  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000       ITERATE_KEY  sample   15945   1566982.534 ±   6880.472  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000  ITERATE_KEYVALUE  sample   16461   1517772.912 ±   5183.770  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000              COPY  sample    1876  13336838.004 ±  31937.693  ns/op
FastutilMapInt2IntBench.bench                     FASTUTIL_I2I_RB  INTEGER_DICTIONARY  467505  200000          CONTAINS  sample  912264       129.598 ±      0.469  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20          POPULATE  sample  787090        46.765 ±      4.457  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20       ITERATE_KEY  sample  602237        33.446 ±      0.271  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20  ITERATE_KEYVALUE  sample  859696        43.841 ±      0.138  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20              COPY  sample  610428        54.297 ±      0.238  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505      20          CONTAINS  sample  695205        25.023 ±      0.177  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000          POPULATE  sample  542327     11636.088 ±     65.490  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000       ITERATE_KEY  sample  908406      1730.302 ±      1.362  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000  ITERATE_KEYVALUE  sample  571121      3289.211 ±      3.484  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000              COPY  sample  628062      5090.738 ±     50.379  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505    2000          CONTAINS  sample  865725        23.446 ±      0.077  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000          POPULATE  sample    5318   4698219.830 ±  14743.725  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000       ITERATE_KEY  sample   18831   1326716.826 ±   2419.145  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000  ITERATE_KEYVALUE  sample   18055   1383688.692 ±   1603.854  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000              COPY  sample   12861   1943033.511 ±   6495.964  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH     INTEGER_UNIFORM  467505  200000          CONTAINS  sample  700021        34.624 ±      1.688  ns/op
GDXMapInt2IntBench.bench                             GDX_I2I_HASH  INTEGER_DICTIONARY  467505      20          POPULATE  sample  806879        46.559 ±      5.507  ns/op
