Note first that FLIP_HASH is broken here, which I only realized much later. It wasn't inserting any keys, just values.

Benchmark                                   (impl)    (payloadType)  (percentageRangeKeys)  (seed)  (size)  (workload)    Mode      Cnt         Score        Error  Units
JDKMapBench.bench                FASTUTIL_O2O_HASH  VECTOR2_UNIFORM                    100  467505    1000     ITERATE  sample  1486798     12721.542 ±     41.728  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  VECTOR2_UNIFORM                    100  467505   10000    POPULATE  sample   131508    570425.496 ±    825.629  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  VECTOR2_UNIFORM                    100  467505   10000    CONTAINS  sample  1982736      1215.541 ±      4.570  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  VECTOR2_UNIFORM                    100  467505   10000        COPY  sample   289264    259299.941 ±    359.348  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  VECTOR2_UNIFORM                    100  467505   10000     ITERATE  sample   433189    173131.824 ±    237.086  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  VECTOR2_UNIFORM                    100  467505  100000    POPULATE  sample     9084   8274475.512 ± 120121.270  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  VECTOR2_UNIFORM                    100  467505  100000    CONTAINS  sample  2082325      2277.708 ±      3.909  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  VECTOR2_UNIFORM                    100  467505  100000        COPY  sample    22272   3370786.023 ±  30765.036  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  VECTOR2_UNIFORM                    100  467505  100000     ITERATE  sample    48998   1531976.728 ±   2589.797  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505     100    POPULATE  sample  1524466      3161.450 ±     23.890  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505     100    CONTAINS  sample  1896615       814.564 ±      3.829  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505     100        COPY  sample  1692199      1537.204 ±     19.031  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505     100     ITERATE  sample  2761143      1741.497 ±     12.213  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505    1000    POPULATE  sample  1040483     36112.291 ±     63.632  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505    1000    CONTAINS  sample  2671739       902.862 ±      2.004  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505    1000        COPY  sample  1375674     13758.945 ±     45.157  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505    1000     ITERATE  sample  1857131     20238.057 ±     38.981  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505   10000    POPULATE  sample   159524    470253.423 ±    602.938  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505   10000    CONTAINS  sample  1608406      1491.833 ±      3.460  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505   10000        COPY  sample   344177    217909.625 ±    246.919  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505   10000     ITERATE  sample   374414    200314.011 ±    291.356  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505  100000    POPULATE  sample     6344  11850913.412 ± 176250.407  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505  100000    CONTAINS  sample  2556166      1857.677 ±      3.419  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505  100000        COPY  sample    11635   6376008.917 ±  30612.389  ns/op
JDKMapBench.bench                KOLOBOKE_O2O_HASH  VECTOR2_UNIFORM                    100  467505  100000     ITERATE  sample    28142   2667408.583 ±   6554.012  ns/op
